B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1
10399,9654,9165,9421,15417,18504,13103,0,1.2278075522616364e-12
10383,9671,9198,9487,15870,18840,13166,0,1.159555295086793e-12
10385,9633,9094,9242,15842,18532,12849,0,1.1071224379945638e-12
10420,9721,9278,9629,15844,19627,13778,0,1.1521314444745546e-12
10402,9708,9250,9539,15944,19203,13512,0,1.1255857262403713e-12
10359,9607,9151,9337,15790,18773,13204,0,1.1235007268609312e-12
10273,9470,8913,8857,15269,17347,12074,0,1.1685772590275732e-12
10387,9655,9223,9550,15852,18833,13360,0,1.1711358292729935e-12
10401,9692,9259,9578,15953,19294,13524,0,1.1400180517411107e-12
10382,9649,9114,9265,15679,18425,12955,0,1.1314936452822458e-12
10376,9625,9119,9302,15581,18541,13067,0,1.1579995196114927e-12
10355,9601,9117,9295,15763,18221,12851,0,1.1467620852355037e-12
10395,9658,9158,9376,15751,18724,13108,0,1.1442113241140419e-12
10383,9632,9162,9427,15657,18796,13331,0,1.1677950329596782e-12
10361,9641,9172,9403,15744,19009,13379,0,1.1375321047663802e-12
10377,9648,9306,9345,17068,17446,11657,0,1.0411507598007022e-12
10446,9732,9385,9654,16768,18814,12578,0,1.0916985639058632e-12
10287,9547,9170,9033,16958,16056,10721,0,1.0663614965791053e-12
10296,9549,9140,9003,16721,15854,10669,0,1.0954016428981796e-12
10331,9574,9209,8977,16831,15623,10636,0,1.0591195072662768e-12
10571,9890,9731,10297,16699,19108,13547,0,1.2016909428079873e-12
10408,9671,9372,9487,17473,17580,11747,0,1.0170225437469798e-12
10293,9559,9158,9121,17133,15833,10631,0,1.0839638008469032e-12
10312,9579,9245,9018,17481,15666,10627,0,9.90182957893157e-13
10316,9550,9177,9045,17626,15837,10637,0,9.913902522355033e-13
10479,9775,9523,9852,17398,18756,12542,0,1.0513681544767277e-12
10575,9868,9752,10241,17232,18991,13327,0,1.1061393008037229e-12
10484,9830,9612,9938,18139,18220,12201,0,9.964177458373416e-13
10307,9536,9196,9036,17841,15739,10545,0,9.729242294392173e-13
10344,9621,9299,9364,17793,16268,10778,0,1.0429502744388455e-12
10331,9580,9233,8944,17601,15426,10451,0,9.675816192263209e-13
10454,9749,9504,9732,18303,17678,11673,0,9.773299911746958e-13
10663,10057,10064,10668,17585,19095,13278,0,1.148145919329499e-12
10825,10235,10350,11247,17933,19868,14013,0,1.17738851253478e-12
10530,9868,9720,10053,18838,18234,12042,0,9.45860739934718e-13
10470,9792,9597,9807,18700,18062,11999,0,9.160631717575435e-13
10412,9731,9501,9640,18441,18011,11849,0,9.257194683356992e-13
10366,9626,9305,9195,18067,16611,11074,0,9.268383075924533e-13
10356,9594,9270,9002,17424,15605,10601,0,9.854723773497204e-13
10379,9610,9360,9147,18481,16493,11038,0,8.698501116212316e-13
10744,10127,10162,10960,18058,20002,14292,0,1.0709423811375495e-12
10574,9926,9874,10298,18842,18452,12312,0,9.72767894657559e-13
10563,9902,9788,10204,18195,19101,13370,0,9.51928215114231e-13
10538,9852,9639,9869,18147,17700,12228,0,9.6150349709035e-13
10399,9660,9394,9208,17914,16430,11131,0,9.2716817313541e-13
10410,9640,9361,9200,17697,16172,11056,0,9.590958189610361e-13
10456,9730,9511,9624,17992,16335,10985,0,1.0413216536358247e-12
10339,9526,9130,8844,17508,15079,10320,0,9.728355597979798e-13
10310,9538,9187,8767,17681,14949,10166,0,9.388356623631682e-13
10420,9657,9309,9071,18053,16209,10855,0,9.009371071526051e-13
10533,9833,9742,10142,17535,17873,12473,0,1.1055269531450098e-12
10462,9756,9512,10249,15298,19382,13842,0,1.548105029985832e-12
10484,9738,9519,10397,15475,19052,13621,0,1.6081490154057254e-12
10464,9732,9531,10346,15517,19368,13887,0,1.5357611393879397e-12
10462,9749,9408,9998,15548,19578,13858,0,1.3544426783754292e-12
10386,9627,9227,9555,14910,18708,13306,0,1.3888475525051295e-12
10377,9614,9155,9536,15028,18999,13380,0,1.3549134676790191e-12
10376,9594,9091,9296,15103,18903,13010,0,1.2639263631842607e-12
10405,9635,9115,9340,15079,18844,13150,0,1.26497312370539e-12
10365,9590,9011,9158,14977,18512,12857,0,1.2515620155511237e-12
10413,9638,9094,9377,14897,19231,13411,0,1.3013971507073409e-12
10375,9623,9110,9379,15033,18881,13164,0,1.2994286136956484e-12
10348,9593,9120,9383,15354,19002,13190,0,1.2347694136569862e-12
10388,9640,9139,9388,15103,19369,13393,0,1.258184718550617e-12
10356,9621,9122,9331,15252,19187,13231,0,1.2228306734466022e-12
10383,9596,9051,9245,14707,18814,13013,0,1.3334448156184862e-12
10394,9618,9058,9297,14718,18723,13092,0,1.3449324011687914e-12
10404,9645,9112,9368,15045,18931,13053,0,1.2952340273034353e-12
10398,9656,9060,9316,14841,18863,13138,0,1.314383661583346e-12
10369,9609,9043,9238,14861,19016,13144,0,1.281541525761021e-12
10371,9608,9076,9251,15123,19061,13112,0,1.2290633220708843e-12
10346,9626,9331,9320,16403,16640,11279,0,1.1700312609737946e-12
10375,9625,9234,9251,16821,17954,12010,0,1.0208448947866e-12
10424,9684,9271,9432,16804,18560,12377,0,1.0418161899422652e-12
10406,9679,9340,9491,16466,17519,11881,0,1.1554882972559697e-12
10359,9616,9107,9286,15097,18848,13008,0,1.2575009756102729e-12
10320,9544,8984,8987,14724,18436,12662,0,1.2564998847868178e-12
10372,9581,9037,9183,14565,18784,13009,0,1.3411703107821997e-12
10375,9636,9069,9234,14997,18454,12771,0,1.2777971564664639e-12
10332,9657,9421,9462,16709,16781,11296,0,1.1634810379863953e-12
10344,9634,9322,9333,16066,16966,11560,0,1.2046803616504692e-12
10345,9599,9194,9211,16850,18046,12088,0,1.006379118964158e-12
10322,9560,9184,9204,17159,17883,11811,0,9.94884682566561e-13
10345,9637,9283,9338,16346,16973,11480,0,1.1711460380213393e-12
10386,9696,9371,9465,16020,17570,12067,0,1.2001688894591655e-12
10397,9709,9349,9485,16077,17625,12083,0,1.1968369574825298e-12
10379,9681,9383,9473,16361,17420,11807,0,1.1703746985262023e-12
10429,9726,9359,9513,16021,18184,12490,0,1.1727856162714165e-12
10463,9743,9343,9561,15817,18302,12599,0,1.2176950586242125e-12
10442,9751,9384,9562,15879,18248,12595,0,1.202728453983813e-12
10425,9713,9288,9513,16816,19243,12836,0,1.0264843332327943e-12
10399,9671,9272,9450,16754,18969,12716,0,1.0311359980410835e-12
10403,9720,9393,9545,16529,18244,12409,0,1.1068318923521269e-12
10411,9695,9275,9439,15716,17767,12135,0,1.2494126095028552e-12
10422,9698,9285,9460,15770,17650,12031,0,1.2561341711821875e-12
10369,9656,9198,9313,15631,17614,12045,0,1.2375570917269054e-12
10150,9290,8567,8129,15520,15225,10118,0,1.0938703397405789e-12
10141,9248,8475,8064,14590,14338,9658,0,1.2980710283857045e-12
10437,9732,9334,9544,15999,18516,12634,0,1.1780891653486345e-12
10550,9892,9559,10047,16755,20730,13976,0,1.079314047869233e-12
10502,9801,9431,9794,16992,20048,13427,0,1.0224197264672908e-12
10197,9372,8694,8464,15869,15701,10250,0,1.1359992536671562e-12
10287,9546,9133,9107,15439,16729,11446,0,1.2759463029450981e-12
10412,9685,9281,9451,15962,18002,12223,0,1.1992271772347212e-12
10568,9893,9540,9980,16720,20575,13861,0,1.068900878801181e-12
10063,9177,8469,7921,16436,14645,9495,0,9.922476247140606e-13
10078,9171,8422,7869,15288,13711,9199,0,1.1655926927734812e-12
10368,9639,9226,9295,15673,16973,11525,0,1.2747731870948193e-12
10373,9630,9187,9308,15425,17111,11608,0,1.3295739206195389e-12
10092,9192,8483,7961,15480,14644,9790,0,1.0940967971420808e-12
10567,9886,9555,10041,16797,20608,13831,0,1.0809552296859105e-12
10569,9918,9635,10162,17066,19920,13352,0,1.1091787839406275e-12
10397,9676,9289,9407,16334,17740,11959,0,1.143113537511721e-12
10317,9559,9093,9042,15592,16522,11106,0,1.253305521652672e-12
10343,9583,9147,9172,15708,16488,11107,0,1.2781816689094922e-12
10319,9577,9176,9130,15853,16413,11063,0,1.2359048219258268e-12
10575,9941,9586,10067,16560,20853,14125,0,1.0965246607182987e-12
10051,9121,8384,7730,16330,14524,9592,0,9.424284066839592e-13
10061,9170,8349,7755,14887,13407,8997,0,1.2167731102949637e-12
10084,9198,8469,7903,15603,14913,9927,0,1.0401999815061678e-12
10061,9124,8337,7716,15031,14029,9369,0,1.1351170353547915e-12
10105,9236,8477,7987,15182,14306,9569,0,1.1711367001275582e-12
10046,9101,8303,7656,15318,13762,9179,0,1.0978651667179182e-12
10003,9062,8214,7560,14752,13229,8826,0,1.2092635543718209e-12
10044,9111,8341,7727,15478,14450,9597,0,1.0515688697251883e-12
9991,9045,8287,7527,16977,13611,8946,0,8.948871268656148e-13
10229,9429,8875,8779,15241,15142,10541,0,1.3218255887370382e-12
10257,9463,8984,8950,15532,15582,10724,0,1.30140493269867e-12
10210,9436,8982,8856,16274,15212,10389,0,1.1760557658015986e-12
10177,9403,8932,8857,15993,15394,10527,0,1.2217403011020358e-12
10214,9458,8936,8825,15706,15109,10415,0,1.2588682278842563e-12
10200,9416,8924,8788,16095,15052,10312,0,1.1958367657922263e-12
10192,9398,8860,8742,15859,14913,10190,0,1.2417148554704519e-12
10206,9415,8815,8639,15144,14168,9921,0,1.3652934053358106e-12
10196,9372,8885,8586,16245,14550,9930,0,1.1416708472181613e-12
10199,9396,8877,8766,15826,15262,10463,0,1.2228556275201e-12
10215,9406,8923,8815,15838,15308,10574,0,1.2204736864627253e-12
10202,9425,8896,8773,16033,15110,10361,0,1.1961799317565395e-12
10185,9367,8862,8756,16276,15075,10318,0,1.1687048394554574e-12
10260,9463,8948,8909,15591,15691,10826,0,1.2629357223682474e-12
10204,9416,8882,8757,15828,15302,10515,0,1.2085730802247328e-12
10358,9567,9075,8999,15360,17412,11966,0,1.1830845834735106e-12
10196,9375,8899,8542,16539,14517,9837,0,1.0904030479939917e-12
10350,9571,9012,9069,15135,17768,12042,0,1.2612434559248994e-12
10333,9578,9028,9128,15368,17868,12145,0,1.2304850498964327e-12
10496,9829,9631,10118,16313,18765,13433,0,1.238142082186757e-12
10428,9672,9181,9220,15250,17580,12236,0,1.244221678441985e-12
10419,9673,9171,9188,15336,17278,11954,0,1.2427705221445023e-12
10383,9608,9163,9117,15448,17251,11890,0,1.2079701607491154e-12
10391,9675,9321,9617,15680,18475,12877,0,1.2641719263994916e-12
10375,9584,9026,8998,15231,17817,12289,0,1.17773631603573e-12
10375,9583,8954,8956,15033,17892,12307,0,1.204703159358691e-12
10378,9652,9165,9297,15687,18307,12773,0,1.1535288019255375e-12
10183,9378,8862,8702,16056,15016,10261,0,1.1857882071526698e-12
10338,9588,9131,9194,15693,18411,12511,0,1.1486495368259374e-12
10286,9477,8850,8660,15089,17123,11555,0,1.1702044280595853e-12
10385,9692,9196,9434,15606,18586,12849,0,1.2124885005726444e-12
10492,9809,9585,10127,16016,18678,13248,0,1.332584055331679e-12
10398,9620,9078,9134,15303,18520,12647,0,1.1776186153141094e-12
10346,9544,8979,8938,15122,17699,12048,0,1.2093872468104976e-12
10358,9572,8940,8907,15072,17533,12018,0,1.2080405394783047e-12
10423,9607,9051,9029,15293,17920,12384,0,1.1595501069662272e-12
10390,9624,9095,9011,15540,17451,12066,0,1.133344977891389e-12
10349,9600,9138,9135,15540,16715,11552,0,1.2422814931034336e-12
10366,9602,9161,9228,15227,17408,12133,0,1.2830758266702754e-12
10177,9397,8858,8702,15710,14888,10197,0,1.2509126031469903e-12
10221,9417,8837,8774,15365,14640,10165,0,1.3509079323933403e-12
10242,9435,8871,8721,15947,14825,10149,0,1.209795899014457e-12
10356,9604,9028,8892,15357,16916,11748,0,1.159393062749417e-12
10328,9536,9009,8808,15654,16239,11205,0,1.1398476224162717e-12
10338,9538,9180,9124,16032,16927,11626,0,1.1451209985134696e-12
10505,9785,9380,9662,15924,19169,13317,0,1.1610605743675078e-12
10482,9768,9312,9527,15685,19284,13530,0,1.1425680502208152e-12
10402,9608,9058,8995,15500,18367,12555,0,1.0943497857728781e-12
10370,9622,9048,9102,15205,18205,12472,0,1.205584038191379e-12
10482,9788,9643,10144,16110,18834,13473,0,1.2939593689580126e-12
10384,9695,9290,9561,16134,18702,12815,0,1.1603691840656485e-12
10329,9577,9097,9017,15861,17419,11839,0,1.1150983119240337e-12
10444,9744,9355,9594,16314,19168,13042,0,1.1031587880953556e-12
10256,9460,8935,8902,15468,14948,10363,0,1.3434611061857017e-12
10229,9420,8887,8871,15529,14837,10342,0,1.3346198277994447e-12
10164,9357,8793,8566,16140,14568,9891,0,1.1712572130624239e-12
10131,9316,8762,8443,16372,14443,9811,0,1.1080946062697393e-12
10219,9411,8851,8711,15790,14638,10072,0,1.2502932447839679e-12
10220,9407,8866,8784,15747,14673,10118,0,1.2848836925263345e-12
10135,9286,8710,8427,15959,14403,9850,0,1.167693489060775e-12
10132,9304,8709,8337,16318,14052,9499,0,1.1167378372300613e-12
10268,9496,8979,8903,15350,16608,11274,0,1.2456112114279465e-12
10306,9564,9107,9185,15351,17587,11997,0,1.2705071103143109e-12
10316,9571,9061,9147,15297,17395,11915,0,1.2762725119619945e-12
10334,9586,9159,9337,15517,17689,12166,0,1.2779812718638359e-12
10185,9355,8760,8590,15650,14593,9996,0,1.2526981839314064e-12
10216,9404,8954,8840,15962,15028,10307,0,1.2375412672088354e-12
10087,9246,8639,8171,16785,13974,9408,0,1.0225130533682065e-12
10189,9356,8849,8618,15853,14602,10021,0,1.2143598824137147e-12
10309,9484,8985,9065,14769,17559,12152,0,1.3495288485178197e-12
10247,9445,8878,8759,14770,16342,11343,0,1.3095453822442628e-12
10283,9510,8930,8994,14990,16840,11626,0,1.3288073205786188e-12
10339,9576,9054,9188,15103,17629,12185,0,1.3066477581870292e-12
10074,9208,8602,7897,17386,13929,9247,0,8.907098938308664e-13
10178,9368,8817,8535,16115,14478,9756,0,1.171752487720887e-12
10213,9359,8865,8456,16841,14356,9663,0,1.0414858719499444e-12
10166,9323,8805,8411,16242,14189,9695,0,1.1165934570756508e-12
10245,9465,8848,8713,14674,16320,11263,0,1.3179062789877392e-12
10303,9513,9004,9033,15053,17232,11825,0,1.2988221812783313e-12
10296,9532,9067,9163,15236,17135,11764,0,1.3206900103676335e-12
10292,9472,8973,8979,14683,17344,12051,0,1.3408315028408102e-12
10479,9675,8796,8524,12234,12314,10321,0,2.127821337792725e-12
10287,9503,8975,9015,14884,16875,11679,0,1.3513808731383246e-12
10240,9444,8853,8713,15055,16488,11274,0,1.2401801064929836e-12
10598,9824,8976,8881,11059,12302,11192,0,3.4622868823842332e-12
10445,9610,8837,8706,11905,13273,11089,0,2.408762686993977e-12
10237,9422,8848,8722,15161,16277,11100,0,1.24718202696984e-12
10240,9438,8910,8871,15155,16939,11564,0,1.2576021334202077e-12
10342,9515,8779,8591,12699,13677,10656,0,1.9516611461547096e-12
10289,9470,8712,8479,12612,13483,10718,0,1.911917285174239e-12
10176,9339,8699,8463,15196,16022,10812,0,1.190110332402274e-12
10197,9384,8728,8560,14971,15438,10677,0,1.2817323736777794e-12
10288,9518,8974,8966,14937,17054,11701,0,1.3093769676917552e-12
10234,9442,8872,8804,14962,16788,11467,0,1.2803822026705527e-12
10361,9545,8760,8642,12242,13348,10850,0,2.2070621982919045e-12
10403,9588,8879,8788,12035,13320,10995,0,2.4425974216746142e-12
10583,9809,9075,9063,11937,13320,11377,0,2.6665471894942224e-12
10652,9895,9112,9073,11857,12847,11429,0,2.6937897168039813e-12
10562,9771,9034,8883,12062,12934,10858,0,2.451961779973497e-12
10475,9685,8820,8697,11406,12654,10980,0,2.841877497242064e-12
10527,9732,8875,8731,11097,12259,10675,0,3.3194816141356855e-12
10476,9656,8885,8692,11810,12430,10527,0,2.5609937731948133e-12
10492,9674,8898,8756,12241,13120,10625,0,2.292572181284347e-12
10423,9605,8794,8696,11448,12832,10964,0,2.8467218675973374e-12
10375,9522,8807,8456,13529,13456,10537,0,1.537460006309291e-12
10379,9547,8935,8610,13510,13149,10476,0,1.6311644275221723e-12
10368,9570,8904,8600,12599,12761,10468,0,1.999814471326774e-12
10413,9611,8845,8676,12505,13276,10939,0,2.0301765876853375e-12
10417,9587,8824,8596,13526,13663,10413,0,1.6333495417047453e-12
10566,9772,8928,8696,12345,13105,10939,0,2.0551301478942228e-12
10577,9777,9029,8827,12823,13573,11284,0,1.8506739997648046e-12
10502,9679,8852,8590,12574,13116,11120,0,1.851050646397893e-12
10490,9652,8786,8462,11479,11881,11118,0,2.399717185763519e-12
10552,9699,8900,8577,11439,12081,12511,0,2.2555757569725654e-12
10370,9534,8789,8289,13669,12399,10566,0,1.3909708501439021e-12
10541,9725,8891,8688,11531,12418,10813,0,2.693980998822442e-12
10477,9635,8838,8582,11806,12390,10410,0,2.4597365676865366e-12
10523,9702,8900,8659,12249,12705,10395,0,2.2111881064123866e-12
10469,9680,8866,8643,11782,12652,10760,0,2.4615981389213755e-12
10516,9691,8899,8680,11614,12430,11276,0,2.5110993513974054e-12
10526,9727,8929,8681,11543,12139,11541,0,2.4956365498781363e-12
10509,9691,8830,8536,11288,11857,11186,0,2.632054508746808e-12
10331,9463,8679,8177,13002,12117,9955,0,1.6406219717065647e-12
10452,9603,8769,8470,11814,12443,10452,0,2.3320870151419506e-12
10485,9645,8778,8462,12136,12365,10304,0,2.130761282404536e-12
10519,9709,8864,8616,11531,12362,10706,0,2.6276461377250923e-12
10383,9529,8666,8325,11611,12133,10800,0,2.2776569019531536e-12
10391,9556,8710,8379,11471,12117,11094,0,2.3664922859882956e-12
10401,9520,8652,8311,11526,11879,10547,0,2.3777603776992434e-12
10246,9342,8516,7964,12369,11653,9685,0,1.823841517443615e-12
10386,9571,8726,8480,11223,12122,11159,0,2.708443474134177e-12
10465,9642,8791,8517,10927,11856,10787,0,3.145653867864153e-12
10308,9441,8597,8152,12025,12066,10061,0,2.038451400640654e-12
10208,9331,8594,8046,13631,12530,10366,0,1.3660338914171707e-12
10178,9300,8563,7911,14302,12456,9896,0,1.220851737848731e-12
10093,9212,8582,7827,15773,12884,9377,0,1.0304228438556307e-12
10443,9595,8802,8551,11581,12301,11464,0,2.3867305147495485e-12
10460,9729,9241,9432,15778,18432,12578,0,1.1851602252567187e-12
10494,9738,9278,9483,15488,18897,12848,0,1.2293562774168176e-12
10459,9730,9297,9557,15529,18648,12716,0,1.2712384482041471e-12
10323,9539,9041,9001,15897,16148,10958,0,1.2042807077121522e-12
10373,9612,9150,9229,16235,17216,11563,0,1.1524693901527356e-12
10452,9694,9254,9464,15923,17662,11988,0,1.2336885465895236e-12
10488,9753,9398,9589,16953,18577,12565,0,1.0337226230145972e-12
10405,9621,9070,9102,15426,17855,12090,0,1.1933996715041594e-12
10480,9743,9284,9489,15547,18463,12579,0,1.2464543861316897e-12
10529,9788,9379,9719,15660,18744,12818,0,1.2832926958866071e-12
10323,9545,8967,8886,15832,16394,11226,0,1.1461033214210533e-12
10414,9653,9238,9396,16132,17853,12079,0,1.1684096064668553e-12
10419,9725,9348,9626,15888,18430,12514,0,1.2483838710732242e-12
10460,9684,9252,9305,16196,17922,12183,0,1.100459772350706e-12
10513,9815,9482,9751,16322,18866,13052,0,1.1331120583272496e-12
10569,9846,9593,9975,16431,19210,13313,0,1.1596800370229769e-12
10524,9799,9406,9689,15617,18450,12680,0,1.2875464086125256e-12
10563,9853,9511,9909,15774,19067,13109,0,1.2901497799642632e-12
10473,9748,9375,9674,15664,18633,12691,0,1.286268396402893e-12
10470,9745,9322,9592,15754,18279,12461,0,1.259813118742569e-12
10444,9771,9359,9651,15812,18497,12610,0,1.2552869449562206e-12
10507,9784,9427,9696,15806,18783,12902,0,1.2306038868718973e-12
10621,9952,9713,10246,16814,19814,13676,0,1.1383801174928847e-12
10536,9812,9441,9731,15695,18387,12678,0,1.2831436048298262e-12
10497,9772,9348,9607,15643,18208,12449,0,1.2809274250688406e-12
10481,9773,9381,9679,15823,18284,12498,0,1.269666019704206e-12
10486,9788,9382,9681,15837,18366,12550,0,1.2597920419452018e-12
10637,9963,9722,10209,16647,19613,13608,0,1.1546656025241944e-12
10481,9769,9398,9669,15795,18210,12492,0,1.2695969813823281e-12
10575,9899,9611,10084,16630,19534,13447,0,1.1482170477392393e-12
10499,9761,9369,9584,16116,18517,12623,0,1.1602440885593504e-12
10472,9755,9349,9569,15801,18274,12517,0,1.229089037744586e-12
10487,9766,9357,9627,15625,18170,12499,0,1.2900174847524365e-12
10499,9772,9403,9678,15765,18338,12581,0,1.2678122428898595e-12
10585,9939,9692,10235,16776,19956,13720,0,1.144802251989522e-12
10523,9823,9520,9912,16291,19023,13086,0,1.196030915977392e-12
10454,9670,9215,9271,16159,17545,11926,0,1.1232098653766447e-12
10481,9714,9258,9354,15952,18343,12433,0,1.1315884075488322e-12
10472,9741,9331,9516,15754,18275,12502,0,1.219895517299615e-12
10462,9770,9353,9577,15698,17939,12353,0,1.2688314657210936e-12
10474,9760,9378,9602,15724,17947,12353,0,1.2717010238810297e-12
10565,9903,9650,10195,16565,19704,13624,0,1.1862242529490707e-12
10335,9483,8985,8720,16116,16430,11103,0,1.0515293875175664e-12
10425,9605,9145,9113,15720,17823,12118,0,1.132740276658737e-12
10407,9621,9178,9177,15915,17587,11905,0,1.1424763915542173e-12
10423,9690,9270,9371,15688,17733,12245,0,1.2125676022486925e-12
10453,9725,9300,9471,15660,18038,12416,0,1.234741308155015e-12
10563,9860,9573,10020,16419,19389,13390,0,1.1752506558993126e-12
10509,9760,9418,9676,16211,18748,12816,0,1.1572407895029327e-12
10564,9863,9553,9924,16365,19180,13218,0,1.162190339455745e-12
10385,9582,9063,8926,15408,16641,11346,0,1.2012331581228315e-12
10385,9591,9040,8924,15389,16937,11515,0,1.1880858660498364e-12
10452,9690,9317,9370,16136,17966,12350,0,1.113476247411719e-12
10411,9623,9103,9002,15746,17189,11680,0,1.1280546440778477e-12
10452,9683,9205,9245,15500,17475,12034,0,1.2188306981084774e-12
10430,9675,9219,9308,15363,17741,12278,0,1.2527138402052928e-12
10436,9675,9277,9251,16210,17297,11837,0,1.109165307101521e-12
10375,9606,9112,8960,15589,16454,11179,0,1.1929456156960863e-12
10356,9583,9100,9027,15466,17007,11618,0,1.2061523447988087e-12
10410,9603,9132,9158,15634,17372,11902,0,1.1919304951004824e-12
10468,9687,9218,9309,15526,17751,12246,0,1.2177025644382183e-12
10461,9713,9282,9407,15337,17717,12307,0,1.285663277143584e-12
10522,9810,9449,9724,16203,18774,12944,0,1.1560064634098644e-12
10473,9708,9348,9487,16187,18105,12380,0,1.141675756392771e-12
10408,9595,9168,9049,16110,17154,11623,0,1.0897574830618543e-12
10394,9582,9109,9014,15716,16819,11403,0,1.1719308277464276e-12
10394,9624,9098,9060,15409,16550,11342,0,1.2524983603889452e-12
10407,9642,9131,9158,15534,17052,11673,0,1.229870713667235e-12
10451,9718,9243,9403,15490,17876,12341,0,1.2538094033506188e-12
10480,9743,9290,9481,15393,17882,12382,0,1.2945337244161192e-12
10343,9593,9032,9053,14454,16727,11609,0,1.4585830225129843e-12
10333,9538,8896,8793,13776,16530,11582,0,1.52799233910424e-12
10265,9487,8832,8675,13769,16090,11278,0,1.5230039207801915e-12
10219,9429,8796,8624,14271,16125,11136,0,1.3954402002439616e-12
10222,9430,8774,8652,14097,15907,11011,0,1.4762610975775877e-12
10168,9299,8596,8110,15076,14997,10132,0,1.1465549274642322e-12
10192,9324,8622,8296,14430,14658,10095,0,1.3564934263282378e-12
10350,9578,8974,9038,13965,17024,11903,0,1.5656851426606704e-12
10296,9541,8878,8783,13463,16387,11577,0,1.632549313762298e-12
10202,9395,8675,8417,13572,15015,10457,0,1.5806193330182044e-12
10208,9392,8694,8314,14932,15527,10644,0,1.177253609020643e-12
10312,9512,8884,8830,13894,17073,11863,0,1.489394973791481e-12
10251,9475,8803,8665,13880,16835,11648,0,1.4456238524027873e-12
10245,9428,8757,8662,13796,16436,11411,0,1.5141534930812004e-12
10302,9536,8920,8918,14017,17090,11814,0,1.506608159717801e-12
10274,9464,8776,8623,13620,16159,11284,0,1.5453734181266003e-12
10204,9364,8626,8298,13390,15151,10473,0,1.5665564667216097e-12
10231,9394,8701,8437,13714,15585,10775,0,1.4970417630094827e-12
10290,9502,8863,8732,13888,16744,11630,0,1.467316092190057e-12
10266,9496,8861,8804,14034,16858,11750,0,1.460144409043812e-12
10266,9451,8785,8712,13972,16802,11617,0,1.4572538489358777e-12
10265,9500,8875,8849,14064,16786,11626,0,1.492288657707288e-12
10226,9455,8770,8688,13622,16373,11436,0,1.577609154491519e-12
10233,9413,8750,8597,13786,16244,11247,0,1.5025689213951557e-12
10279,9494,8860,8790,14064,16859,11672,0,1.4516386756261847e-12
10327,9551,8968,8994,14298,17512,12086,0,1.4265961231951064e-12
10257,9446,8782,8692,14190,16640,11489,0,1.405693837230601e-12
10228,9431,8709,8567,13457,16010,11119,0,1.6068161557060924e-12
10296,9493,8819,8710,13691,16535,11566,0,1.5277251314747189e-12
10282,9488,8822,8698,14158,16345,11308,0,1.4237739254572505e-12
10238,9426,8779,8572,14376,16070,11077,0,1.3490472332848857e-12
10329,9555,8958,8930,14514,17415,11918,0,1.3553582390783284e-12
10247,9454,8816,8718,13911,16615,11496,0,1.4906810683527533e-12
10256,9453,8792,8697,13753,16418,11400,0,1.539542470536903e-12
10297,9496,8816,8751,13712,16550,11524,0,1.5538886369073166e-12
10222,9397,8724,8473,14055,15836,10984,0,1.3972795278106913e-12
10290,9497,8850,8740,13804,16746,11671,0,1.4944315088982084e-12
10221,9441,8777,8658,13868,16521,11472,0,1.4808150411761135e-12
10274,9531,8976,8910,14786,17072,11771,0,1.3058683207918257e-12
10189,9402,8756,8507,14678,15669,10651,0,1.3126512985359226e-12
10254,9478,8780,8662,13706,16379,11399,0,1.5292905111569852e-12
10299,9523,8862,8785,13709,16740,11705,0,1.5406127268345117e-12
10219,9441,8759,8628,13694,16400,11391,0,1.5265544951672386e-12
10268,9504,8867,8865,13963,17083,11856,0,1.5026244873908244e-12
10353,9582,9037,9042,14805,17407,11979,0,1.3210314531444555e-12
10224,9419,8804,8489,15284,16046,10859,0,1.1519353380297738e-12
10313,9554,8902,8917,13860,17285,11967,0,1.5325116587646414e-12
10264,9460,8783,8683,13884,16469,11437,0,1.4862434875850947e-12
10218,9422,8755,8605,13967,16395,11327,0,1.4464215727782586e-12
10285,9509,8895,8814,14276,16874,11700,0,1.3974086877330455e-12
10290,9511,8868,8828,14343,17037,11707,0,1.3908050949496072e-12
10132,9250,8560,8142,15363,13810,9491,0,1.2057081572726546e-12
10294,9506,8854,8810,14016,16970,11716,0,1.468746343841931e-12
10295,9507,8910,8834,14829,16725,11525,0,1.2952008460870397e-12
10258,9512,8945,8865,14675,16684,11585,0,1.3377360416693369e-12
10346,9574,9050,9032,14873,17213,11870,0,1.312548790797466e-12
10325,9584,9130,9217,15374,16033,10899,0,1.4012503236014112e-12
10325,9538,9072,9036,15402,15428,10561,0,1.3593470455099325e-12
10303,9537,9075,9049,15284,15803,10786,0,1.365470074072056e-12
10336,9613,9172,9255,15510,16183,11061,0,1.358487512983801e-12
10330,9564,9083,9142,15169,15820,10805,0,1.430168696785193e-12
10342,9605,9156,9237,15425,16173,10981,0,1.380581355543396e-12
10363,9639,9245,9373,15771,16917,11448,0,1.298849954938447e-12
10285,9510,9005,8964,15294,15575,10635,0,1.355170569231692e-12
10286,9537,9053,9061,15178,15720,10725,0,1.4091773578041501e-12
10326,9527,9052,9005,15110,15553,10610,0,1.405832408753815e-12
10338,9549,9120,9100,15446,15782,10765,0,1.3464164939423821e-12
10328,9582,9181,9262,15675,16265,11032,0,1.3345402510116641e-12
10388,9660,9261,9391,15632,16758,11465,0,1.3262594392283132e-12
